file,TP,FP,FN,Precision,Recall,F1
LIPITOR.861,1,0,0,1.0,1.0,1.0
LIPITOR.862,0,0,0,0.0,0.0,0.0
LIPITOR.863,0,0,0,0.0,0.0,0.0
LIPITOR.864,0,0,0,0.0,0.0,0.0
LIPITOR.865,2,1,1,0.667,0.667,0.667
LIPITOR.866,1,0,0,1.0,1.0,1.0
LIPITOR.867,1,1,0,0.5,1.0,0.667
LIPITOR.868,3,0,0,1.0,1.0,1.0
LIPITOR.869,0,0,0,0.0,0.0,0.0
LIPITOR.87,0,0,0,0.0,0.0,0.0
LIPITOR.870,1,0,0,1.0,1.0,1.0
LIPITOR.871,0,0,0,0.0,0.0,0.0
LIPITOR.872,1,1,0,0.5,1.0,0.667
LIPITOR.873,0,0,0,0.0,0.0,0.0
LIPITOR.874,0,0,0,0.0,0.0,0.0
LIPITOR.875,1,0,0,1.0,1.0,1.0
LIPITOR.876,0,0,0,0.0,0.0,0.0
LIPITOR.877,0,0,0,0.0,0.0,0.0
LIPITOR.878,1,0,0,1.0,1.0,1.0
LIPITOR.879,0,0,0,0.0,0.0,0.0
LIPITOR.88,0,0,0,0.0,0.0,0.0
LIPITOR.880,0,0,0,0.0,0.0,0.0
LIPITOR.881,0,0,0,0.0,0.0,0.0
LIPITOR.882,2,1,0,0.667,1.0,0.8
LIPITOR.883,0,0,0,0.0,0.0,0.0
LIPITOR.884,2,1,0,0.667,1.0,0.8
LIPITOR.885,1,0,0,1.0,1.0,1.0
LIPITOR.886,0,0,0,0.0,0.0,0.0
LIPITOR.887,1,0,0,1.0,1.0,1.0
LIPITOR.888,0,0,0,0.0,0.0,0.0
LIPITOR.889,0,0,0,0.0,0.0,0.0
LIPITOR.89,1,0,0,1.0,1.0,1.0
LIPITOR.890,1,0,0,1.0,1.0,1.0
LIPITOR.891,2,0,0,1.0,1.0,1.0
LIPITOR.892,1,0,0,1.0,1.0,1.0
LIPITOR.893,0,0,0,0.0,0.0,0.0
LIPITOR.894,2,1,0,0.667,1.0,0.8
LIPITOR.895,0,0,0,0.0,0.0,0.0
LIPITOR.896,2,1,0,0.667,1.0,0.8
LIPITOR.897,1,0,0,1.0,1.0,1.0
LIPITOR.898,3,1,0,0.75,1.0,0.857
LIPITOR.899,2,0,0,1.0,1.0,1.0
LIPITOR.9,2,1,0,0.667,1.0,0.8
LIPITOR.90,0,0,0,0.0,0.0,0.0
LIPITOR.900,0,0,0,0.0,0.0,0.0
LIPITOR.901,2,1,0,0.667,1.0,0.8
LIPITOR.902,1,0,0,1.0,1.0,1.0
LIPITOR.903,3,1,0,0.75,1.0,0.857
LIPITOR.904,0,0,0,0.0,0.0,0.0
LIPITOR.905,1,0,0,1.0,1.0,1.0
LIPITOR.906,1,0,0,1.0,1.0,1.0
LIPITOR.907,0,1,0,0.0,0.0,0.0
LIPITOR.908,0,0,0,0.0,0.0,0.0
LIPITOR.909,1,0,0,1.0,1.0,1.0
LIPITOR.91,4,0,0,1.0,1.0,1.0
LIPITOR.910,0,0,0,0.0,0.0,0.0
LIPITOR.911,1,0,0,1.0,1.0,1.0
LIPITOR.912,0,0,0,0.0,0.0,0.0
LIPITOR.913,1,0,0,1.0,1.0,1.0
LIPITOR.914,1,1,0,0.5,1.0,0.667
LIPITOR.915,0,0,0,0.0,0.0,0.0
LIPITOR.916,2,2,0,0.5,1.0,0.667
LIPITOR.917,0,0,0,0.0,0.0,0.0
LIPITOR.918,0,0,0,0.0,0.0,0.0
LIPITOR.919,0,0,0,0.0,0.0,0.0
LIPITOR.92,1,0,0,1.0,1.0,1.0
LIPITOR.920,1,0,0,1.0,1.0,1.0
LIPITOR.921,0,0,0,0.0,0.0,0.0
LIPITOR.922,1,0,0,1.0,1.0,1.0
LIPITOR.923,2,0,0,1.0,1.0,1.0
LIPITOR.924,1,0,0,1.0,1.0,1.0
LIPITOR.925,3,0,0,1.0,1.0,1.0
LIPITOR.926,2,0,0,1.0,1.0,1.0
LIPITOR.927,2,1,0,0.667,1.0,0.8
LIPITOR.928,2,0,0,1.0,1.0,1.0
LIPITOR.929,0,0,0,0.0,0.0,0.0
LIPITOR.93,0,0,0,0.0,0.0,0.0
LIPITOR.930,1,0,0,1.0,1.0,1.0
LIPITOR.931,0,1,0,0.0,0.0,0.0
LIPITOR.932,1,0,0,1.0,1.0,1.0
LIPITOR.933,0,0,0,0.0,0.0,0.0
LIPITOR.934,1,0,0,1.0,1.0,1.0
LIPITOR.935,1,0,0,1.0,1.0,1.0
LIPITOR.936,1,0,0,1.0,1.0,1.0
LIPITOR.937,1,0,0,1.0,1.0,1.0
LIPITOR.938,0,0,0,0.0,0.0,0.0
LIPITOR.939,1,0,0,1.0,1.0,1.0
LIPITOR.94,1,0,0,1.0,1.0,1.0
LIPITOR.940,0,0,0,0.0,0.0,0.0
LIPITOR.941,0,0,0,0.0,0.0,0.0
LIPITOR.942,0,0,0,0.0,0.0,0.0
LIPITOR.943,0,1,0,0.0,0.0,0.0
LIPITOR.944,1,0,0,1.0,1.0,1.0
LIPITOR.945,1,0,0,1.0,1.0,1.0
LIPITOR.946,0,0,0,0.0,0.0,0.0
LIPITOR.947,1,0,0,1.0,1.0,1.0
LIPITOR.948,1,0,0,1.0,1.0,1.0
LIPITOR.949,1,0,0,1.0,1.0,1.0
LIPITOR.95,0,0,0,0.0,0.0,0.0
LIPITOR.950,2,0,0,1.0,1.0,1.0
LIPITOR.951,3,1,0,0.75,1.0,0.857
LIPITOR.952,2,0,0,1.0,1.0,1.0
LIPITOR.953,0,0,0,0.0,0.0,0.0
LIPITOR.954,1,0,0,1.0,1.0,1.0
LIPITOR.955,4,0,0,1.0,1.0,1.0
LIPITOR.956,2,0,0,1.0,1.0,1.0
LIPITOR.957,1,0,0,1.0,1.0,1.0
LIPITOR.958,2,0,0,1.0,1.0,1.0
LIPITOR.959,2,1,0,0.667,1.0,0.8
LIPITOR.96,1,0,0,1.0,1.0,1.0
LIPITOR.960,0,0,0,0.0,0.0,0.0
LIPITOR.961,1,0,0,1.0,1.0,1.0
LIPITOR.962,0,0,0,0.0,0.0,0.0
LIPITOR.963,0,0,0,0.0,0.0,0.0
LIPITOR.964,0,0,0,0.0,0.0,0.0
LIPITOR.965,1,0,0,1.0,1.0,1.0
LIPITOR.966,0,0,0,0.0,0.0,0.0
LIPITOR.967,1,0,0,1.0,1.0,1.0
LIPITOR.968,0,0,0,0.0,0.0,0.0
LIPITOR.969,3,0,0,1.0,1.0,1.0
LIPITOR.97,0,0,0,0.0,0.0,0.0
LIPITOR.970,1,1,0,0.5,1.0,0.667
LIPITOR.971,1,0,0,1.0,1.0,1.0
LIPITOR.972,1,0,0,1.0,1.0,1.0
LIPITOR.973,0,0,0,0.0,0.0,0.0
LIPITOR.974,0,0,0,0.0,0.0,0.0
LIPITOR.975,0,0,0,0.0,0.0,0.0
LIPITOR.976,2,0,0,1.0,1.0,1.0
LIPITOR.977,0,0,0,0.0,0.0,0.0
LIPITOR.978,1,0,0,1.0,1.0,1.0
LIPITOR.979,1,0,0,1.0,1.0,1.0
LIPITOR.98,0,0,0,0.0,0.0,0.0
LIPITOR.980,0,0,0,0.0,0.0,0.0
LIPITOR.981,1,0,0,1.0,1.0,1.0
LIPITOR.982,0,0,0,0.0,0.0,0.0
LIPITOR.983,1,0,0,1.0,1.0,1.0
LIPITOR.984,1,0,0,1.0,1.0,1.0
LIPITOR.985,0,0,0,0.0,0.0,0.0
LIPITOR.986,0,0,0,0.0,0.0,0.0
LIPITOR.987,2,0,0,1.0,1.0,1.0
LIPITOR.988,0,0,0,0.0,0.0,0.0
LIPITOR.989,1,0,0,1.0,1.0,1.0
LIPITOR.99,0,0,0,0.0,0.0,0.0
LIPITOR.990,1,0,0,1.0,1.0,1.0
LIPITOR.991,2,0,0,1.0,1.0,1.0
LIPITOR.992,7,0,0,1.0,1.0,1.0
LIPITOR.993,1,0,0,1.0,1.0,1.0
LIPITOR.994,3,1,0,0.75,1.0,0.857
LIPITOR.995,6,0,0,1.0,1.0,1.0
LIPITOR.996,1,0,0,1.0,1.0,1.0
LIPITOR.997,0,0,0,0.0,0.0,0.0
LIPITOR.998,0,0,0,0.0,0.0,0.0
LIPITOR.999,0,0,0,0.0,0.0,0.0
PENNSAID.1,2,0,0,1.0,1.0,1.0
PENNSAID.2,0,0,0,0.0,0.0,0.0
PENNSAID.3,0,0,0,0.0,0.0,0.0
PENNSAID.4,0,0,0,0.0,0.0,0.0
SOLARAZE.1,0,0,0,0.0,0.0,0.0
SOLARAZE.2,2,0,0,1.0,1.0,1.0
SOLARAZE.3,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.1,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.10,4,0,0,1.0,1.0,1.0
VOLTAREN-XR.11,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.12,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.13,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.14,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.15,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.16,1,0,0,1.0,1.0,1.0
VOLTAREN-XR.17,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.18,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.19,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.2,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.20,1,1,0,0.5,1.0,0.667
VOLTAREN-XR.21,2,0,0,1.0,1.0,1.0
VOLTAREN-XR.22,1,0,0,1.0,1.0,1.0
VOLTAREN-XR.3,2,0,0,1.0,1.0,1.0
VOLTAREN-XR.4,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.5,2,0,0,1.0,1.0,1.0
VOLTAREN-XR.6,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.7,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.8,0,0,0,0.0,0.0,0.0
VOLTAREN-XR.9,0,0,0,0.0,0.0,0.0
VOLTAREN.1,0,0,0,0.0,0.0,0.0
VOLTAREN.10,1,0,0,1.0,1.0,1.0
VOLTAREN.11,0,0,0,0.0,0.0,0.0
VOLTAREN.12,0,0,0,0.0,0.0,0.0
VOLTAREN.13,1,0,0,1.0,1.0,1.0
VOLTAREN.14,1,0,0,1.0,1.0,1.0
VOLTAREN.15,0,0,0,0.0,0.0,0.0
VOLTAREN.16,1,0,0,1.0,1.0,1.0
VOLTAREN.17,0,0,0,0.0,0.0,0.0
VOLTAREN.18,0,0,0,0.0,0.0,0.0
VOLTAREN.19,1,0,0,1.0,1.0,1.0
VOLTAREN.2,0,0,0,0.0,0.0,0.0
VOLTAREN.20,1,0,0,1.0,1.0,1.0
VOLTAREN.21,3,0,0,1.0,1.0,1.0
VOLTAREN.22,0,0,0,0.0,0.0,0.0
VOLTAREN.23,0,0,0,0.0,0.0,0.0
VOLTAREN.24,0,0,0,0.0,0.0,0.0
VOLTAREN.25,2,0,0,1.0,1.0,1.0
VOLTAREN.26,1,0,0,1.0,1.0,1.0
VOLTAREN.27,0,0,0,0.0,0.0,0.0
VOLTAREN.28,0,0,0,0.0,0.0,0.0
VOLTAREN.29,1,0,0,1.0,1.0,1.0
VOLTAREN.3,0,0,0,0.0,0.0,0.0
VOLTAREN.30,1,0,0,1.0,1.0,1.0
VOLTAREN.31,0,0,0,0.0,0.0,0.0
VOLTAREN.32,0,0,0,0.0,0.0,0.0
VOLTAREN.33,0,0,0,0.0,0.0,0.0
VOLTAREN.34,1,0,0,1.0,1.0,1.0
VOLTAREN.35,0,0,0,0.0,0.0,0.0
VOLTAREN.36,3,0,0,1.0,1.0,1.0
VOLTAREN.37,1,0,0,1.0,1.0,1.0
VOLTAREN.38,0,0,0,0.0,0.0,0.0
VOLTAREN.39,0,0,0,0.0,0.0,0.0
VOLTAREN.4,2,0,0,1.0,1.0,1.0
VOLTAREN.40,4,0,0,1.0,1.0,1.0
VOLTAREN.41,0,0,0,0.0,0.0,0.0
VOLTAREN.42,0,0,0,0.0,0.0,0.0
VOLTAREN.43,0,0,0,0.0,0.0,0.0
VOLTAREN.44,1,0,0,1.0,1.0,1.0
VOLTAREN.45,0,0,0,0.0,0.0,0.0
VOLTAREN.46,1,0,0,1.0,1.0,1.0
VOLTAREN.5,4,0,0,1.0,1.0,1.0
VOLTAREN.6,1,0,0,1.0,1.0,1.0
VOLTAREN.7,2,0,0,1.0,1.0,1.0
VOLTAREN.8,1,0,0,1.0,1.0,1.0
VOLTAREN.9,1,0,0,1.0,1.0,1.0
ZIPSOR.1,0,0,0,0.0,0.0,0.0
ZIPSOR.2,0,0,0,0.0,0.0,0.0
ZIPSOR.3,0,0,0,0.0,0.0,0.0
ZIPSOR.4,1,0,0,1.0,1.0,1.0
ZIPSOR.5,2,0,0,1.0,1.0,1.0
